id,classification,code,description,distributed_to,implanted,name,number,quantity_in_commerce,risk_class,slug,country,manufacturer_id,created_at,updated_at,device_type,device_age_years,is_implanted,quantity_in_commerce_log,risk_class_clean,risk_class_encoded,manufacturer_device_count,manufacturer_name,parent_company,previous_event_count,events_last_1_year,events_last_3_years,events_last_5_years,previous_recall_count,previous_high_severity_event_count,days_since_last_event,recent_event_frequency,manufacturer_event_count,manufacturer_recall_count,manufacturer_event_rate,future_event,device_id,temperature,vibration,power_consumption,voltage,operating_hours,error_rate,battery_health,health_score,rolling_temp_mean_5,rolling_vib_mean_5,rolling_power_mean_5,temperature_change_rate,vibration_change_rate,power_change_rate,voltage_variability,telemetry_failure_label,telemetry_anomaly_score,failure_risk_score,risk_level,anomaly_score,maintenance_priority_score,priority_level
8380,,,,,,"Sterile disposable needles for spinal and lumbar puncture and anesthesia in sets and introducer, types BD Spinal Needle (Quincke), BD Whitacre Needle, BD Neonatal",,0.0,,rus-sterile-disposable-needles-for-spinal-and-lumbar-puncture-and-anesthesia-in-sets-and-introducer,RUS,3124,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Other,0.0,0,0.0,Class IIA,2,2,Bekton Dickinson SA,"Becton, Dickinson and Company",0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8380,36.89,0.169,120.79,219.78,664,0.29,88.3,94.3,36.914,0.16140000000000002,120.096,0.10000000000000142,0.0010000000000000009,-0.45999999999999375,0.34974276261280796,0,11.2,67.7,HIGH,11.2,37.4,MODERATE
8381,,,,,,"Generator kit Infant Flow LP nCPAP, equipment: generator, nasal cannulas - 1 pc. each size (small medium and large), measuring device compatible with AirLifeTM, Infant Flow and SiPAP, nCPAP Generat / Infant Flow LP amplifiers",,0.0,,rus-generator-kit-infant-flow-lp-ncpap-equipment-generator-nasal-cannulas-1-pc-each-size-small,RUS,3125,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Respiratory,0.0,0,0.0,Class IIA,2,1,"CareFusion, air ducts - USA, generator - Mexico",,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8381,36.13,0.202,121.33,218.44,475,0.29,90.1,96.0,36.252,0.16740000000000002,122.97999999999999,-0.0899999999999963,0.07400000000000001,-2.6400000000000006,0.4531556024149476,0,12.7,72.4,HIGH,12.7,39.6,MODERATE
8382,,,,,,Intravenous single use catheter,,0.0,,rus-intravenous-single-use-catheter,RUS,3126,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Infusion,0.0,0,0.0,Class III,4,2,Beromed GmbH Hospital Products,Beromed Gmbh Hospital Products,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8382,46.92,1.897,167.14,217.76,1349,11.34,60.0,0.0,45.34,1.6347999999999998,154.07199999999997,0.6300000000000026,0.15700000000000003,13.149999999999977,1.8417708869455363,1,79.1,40.1,MODERATE,79.1,50.8,MODERATE
8383,,,,,,Medical sterile catheters (see. Appendix on 1 sheet),,0.0,,rus-medical-sterile-catheters-see-appendix-on-1-sheet,RUS,3126,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Infusion,0.0,0,0.0,Class III,4,2,Beromed GmbH Hospital Products,Beromed Gmbh Hospital Products,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8383,48.17,1.933,177.46,218.67,2304,11.79,56.8,0.0,46.856,1.7830000000000001,157.922,1.0799999999999983,0.09800000000000009,41.49000000000001,1.7372593358506805,1,44.3,71.0,HIGH,44.3,54.5,MODERATE
8384,,,,,,Gloves medical viewing BEROGLOVE,,0.0,,rus-gloves-medical-viewing-beroglove,RUS,3127,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Other,0.0,0,0.0,Class IIA,2,1,"Beromed GmbH Hospital Products, Germany",Beromed Gmbh Hospital Products,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8384,48.12,1.868,166.88,218.64,2741,11.76,57.9,0.0,46.495999999999995,1.6644,156.81599999999997,0.769999999999996,0.06400000000000006,1.009999999999991,1.9233694392914202,1,34.4,74.4,HIGH,34.4,45.9,MODERATE
8385,,,,,,"Catgut plain normal Beroplan catgut is simple, absorbable",,0.0,,rus-catgut-plain-normal-beroplan-catgut-is-simple-absorbable,RUS,3128,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Other,0.0,0,0.0,Class IIA,2,1,Beromed GmbH Medical Products,Beromed Gmbh Hospital Products,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8385,48.35,1.901,170.05,220.08,2333,11.83,57.5,0.0,47.544,1.7744,165.03000000000003,0.240000000000002,0.013000000000000123,0.8700000000000045,2.0712242756398562,1,35.7,70.7,HIGH,35.7,44.7,MODERATE
8386,,,,,,Defroster of freshly frozen plasma automatic with light and sound alarm RP2-01- BFA according to TU 9452-037-17214768-2010,,0.0,,rus-defroster-of-freshly-frozen-plasma-automatic-with-light-and-sound-alarm-rp2-01-bfa-according-to,RUS,3129,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Other,0.0,0,0.0,Class IIA,2,1,LLC BFA,Bfa Ooo,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8386,36.53,0.234,122.0,218.89,427,0.65,92.6,94.1,36.416000000000004,0.186,120.02000000000001,0.18999999999999773,0.05700000000000002,-0.37000000000000455,0.16727223320095103,0,33.6,58.2,MODERATE,33.6,39.2,MODERATE
8387,,,,,,In vitro diagnostic reagents for microbiological studies,,0.0,,rus-in-vitro-diagnostic-reagents-for-microbiological-studies,RUS,3130,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Diagnostic,0.0,0,0.0,Class IIA,2,1,BIO-RAD LABORATORIES SAS,Bio-Rad Laboratories Inc,1.0,0.0,1.0,1.0,0.0,0.0,466.0,0.0,1.0,0.0,1.0,0,8387,37.66,0.18,113.67,221.23,3205,0.29,87.9,92.0,37.513999999999996,0.2048,114.25399999999999,0.03999999999999915,-0.009000000000000008,1.9899999999999949,0.42891724143475163,0,45.3,5.5,LOW,45.3,23.0,LOW
8388,,,,,,Diagnostic reagents for immunohematological studies in vitro: ID PAGT IgG - in dilution (ID DAT IgG-Dilution),,0.0,,rus-diagnostic-reagents-for-immunohematological-studies-in-vitro-id-pagt-igg-in-dilution-id-dat,RUS,3131,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Diagnostic,0.0,0,0.0,Class IIA,2,1,DiaMed GmbH,Bio-Rad Laboratories Inc.,1.0,1.0,1.0,1.0,0.0,0.0,197.0,1.0,1.0,0.0,1.0,0,8388,36.75,0.187,115.26,220.62,1977,0.43,91.5,94.8,36.672000000000004,0.18059999999999998,117.89000000000001,-0.09000000000000341,0.04400000000000001,-2.339999999999989,0.4928184249801983,0,8.6,3.6,LOW,8.6,13.1,LOW
8389,,,,,,Strips indicator for high-quality and semi-quantitative determination of glucose in urine Uriglyuk-1 on THE 9398-001-45677786-2010,,0.0,,rus-strips-indicator-for-high-quality-and-semi-quantitative-determination-of-glucose-in-urine,RUS,3132,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Diagnostic,0.0,0,0.0,Class IIA,2,1,LLC Biosensor AN,BIOSENSOR AN OOO,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8389,35.58,0.155,125.85,219.36,2727,0.32,92.9,99.1,35.769999999999996,0.1642,123.23599999999999,-0.35999999999999943,-0.038000000000000006,3.569999999999993,0.555364745010047,0,27.5,74.0,HIGH,27.5,44.0,MODERATE
8390,,,,,,Endovascular manipulation tools,,0.0,,rus-endovascular-manipulation-tools,RUS,3133,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Other,0.0,0,0.0,Class IIA,2,2,Boston Scientific Corporation,Boston Scientific,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8390,36.65,0.09,113.91,220.69,1414,0.21,89.1,96.9,36.594,0.1558,116.67,-0.3400000000000034,-0.089,-3.8900000000000006,0.39477841886311266,0,28.4,66.6,HIGH,28.4,41.2,MODERATE
8391,,,,,,Peripheral self-expanding stents,,0.0,,rus-peripheral-self-expanding-stents,RUS,3133,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Surgical,0.0,0,0.0,Class III,4,2,Boston Scientific Corporation,Boston Scientific,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8391,36.82,0.126,125.57,219.85,2488,0.28,91.7,96.4,36.98,0.16999999999999998,123.228,0.10000000000000142,-0.062,2.8499999999999943,0.3477355316903832,0,17.0,69.2,HIGH,17.0,46.9,MODERATE
8392,,,,,,The combined tips for a suction of CROSSTEX® MaxVac Plus® Combo-Tip® (Tips for the EVACUATOR TIP vacuum cleaners),,0.0,,rus-the-combined-tips-for-a-suction-of-crosstex-maxvac-plus-combo-tip-tips-for-the-evacuator-tip,RUS,3134,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Other,0.0,0,0.0,Class IIB,3,1,"Crosstex International, Inc.",Cantel Medical Corp.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8392,35.92,0.242,120.73,220.43,1652,0.44,90.3,95.4,36.010000000000005,0.2032,119.77000000000001,-0.0899999999999963,0.11699999999999999,0.39000000000000057,0.4372413521156131,0,22.4,74.3,HIGH,22.4,46.6,MODERATE
8393,,,,,,Sterile latex surgical gloves without powder with nitrile and with emollient coating: Protexis Latex Blue with Neu-Thera,,0.0,,rus-sterile-latex-surgical-gloves-without-powder-with-nitrile-and-with-emollient-coating-protexis,RUS,3135,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Surgical,0.0,0,0.0,Class IIA,2,1,"Cardinal Health 200, LLS",Cardinal Health,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8393,36.09,0.163,113.79,221.23,3227,0.28,89.1,96.7,36.386,0.2102,111.81400000000001,-0.25,-0.096,1.6700000000000017,0.5810163508887023,0,16.9,68.2,HIGH,16.9,39.0,MODERATE
8394,,,,,,"Devices for endovascular diagnostic and therapeutic procedures, including: angiography, angioplasty, thrombectomy and stenting",,0.0,,rus-devices-for-endovascular-diagnostic-and-therapeutic-procedures-including-angiography,RUS,3136,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Surgical,0.0,0,0.0,Class III,4,1,Cordis Corporation,Cardinal Health,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8394,36.36,0.128,118.93,219.74,1062,0.12,91.7,97.9,36.234,0.18,117.724,0.36999999999999744,-0.09,-0.2599999999999909,0.24582514110648232,0,17.3,78.0,HIGH,17.3,50.5,MODERATE
8395,,,,,,"“Medical bactericidal adhesive plaster Impex-Med, size 1.9 cm x 7.2 cm, release date: 10.2016, valid to: 10.2021, lot / Lot: 160564,",,0.0,,rus-medical-bactericidal-adhesive-plaster-impex-med-size-1-9-cm-x-7-2-cm-release-date-10-2016,RUS,3137,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Other,0.0,0,0.0,Class IIA,2,2,"Changzhou Hualian Haleian Dressing Co., Ltd.",Changzhou Hualian Health Dressing Co. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8395,36.54,0.19,116.73,219.56,2706,0.37,90.3,95.1,36.263999999999996,0.1694,114.498,0.28000000000000114,0.089,1.9300000000000068,0.6204595071396845,0,3.9,63.1,HIGH,3.9,33.7,MODERATE
8396,,,,,,"“Medical bactericidal adhesive plaster Impex-Med, size 4 cm x 10 cm, release date: 10.2016, valid to: 10.2021, lot / Lot: 160564,",,0.0,,rus-medical-bactericidal-adhesive-plaster-impex-med-size-4-cm-x-10-cm-release-date-10-2016-valid,RUS,3137,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Other,0.0,0,0.0,Class IIA,2,2,"Changzhou Hualian Haleian Dressing Co., Ltd.",Changzhou Hualian Health Dressing Co. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8396,36.14,0.206,119.25,220.86,565,0.17,90.6,96.4,36.206,0.18480000000000002,116.35,-0.00999999999999801,0.024999999999999994,1.4399999999999977,0.4169292505929325,0,12.7,66.8,HIGH,12.7,37.4,MODERATE
8397,,,,,,Medical bactericidal adhesive plaster,,0.0,,rus-medical-bactericidal-adhesive-plaster,RUS,3138,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Other,0.0,0,0.0,Class IIA,2,1,"Changzhou Hualian Nealf Dressing Co., Ltd.",Changzhou Hualian Health Dressing Co. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8397,36.16,0.172,114.61,218.98,1318,0.21,91.3,97.2,36.608000000000004,0.18259999999999998,115.668,-0.8800000000000026,-0.037000000000000005,-1.1099999999999994,0.5969254559825516,0,10.3,70.8,HIGH,10.3,38.4,MODERATE
8398,,,,,,"Needles for drawing blood Test, with accessories",,0.0,,rus-needles-for-drawing-blood-test-with-accessories,RUS,3139,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Diagnostic,0.0,0,0.0,Class IIA,2,2,"Chengdu Rich Science Industry Co., Ltd.",Chengdu Rich Science Industry Co. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8398,36.08,0.222,118.27,219.97,979,0.37,89.0,95.2,36.254000000000005,0.20739999999999997,114.48600000000002,-0.5300000000000011,0.03900000000000001,5.319999999999993,0.2527251471460432,0,12.5,71.1,HIGH,12.5,39.1,MODERATE
8399,,,,,,Test tubes for blood collection Sample,,0.0,,rus-test-tubes-for-blood-collection-sample,RUS,3139,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Diagnostic,0.0,0,0.0,Class IIA,2,2,"Chengdu Rich Science Industry Co., Ltd.",Chengdu Rich Science Industry Co. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8399,36.83,0.225,117.5,220.46,1736,0.16,91.9,94.8,36.832,0.231,118.41199999999999,-0.05000000000000426,-0.016999999999999987,-1.3400000000000034,0.41523487329470243,0,19.8,71.0,HIGH,19.8,40.9,MODERATE
8400,,,,,,“Shunt instruments for the treatment of hydrocephalus”: “GAV valve” and “proGAV valve” of the following articles and series:,,0.0,,rus-shunt-instruments-for-the-treatment-of-hydrocephalus-gav-valve-and-progav-valve-of-the,RUS,3140,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Implantable,0.0,0,0.0,Class III,4,1,Christoph Miethke GmbH & Co KG,Christoph Miethke GmbH & Co. KG,1.0,0.0,1.0,1.0,0.0,0.0,555.0,0.0,1.0,0.0,1.0,0,8400,37.36,0.181,121.12,220.75,2683,0.39,91.7,93.6,37.418000000000006,0.1782,122.126,0.07000000000000028,0.016999999999999987,-1.259999999999991,0.27336788399530493,0,9.7,2.2,LOW,9.7,20.3,LOW
8401,,,,,,Urethral Foley catheters with balloon,,0.0,,rus-urethral-foley-catheters-with-balloon,RUS,3141,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Infusion,0.0,0,0.0,Class III,4,2,Koloplast A / S,Coloplast A/S,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8401,36.19,0.207,122.59,220.94,2181,0.33,90.5,95.8,36.314,0.1918,122.88600000000001,-0.020000000000003126,0.026999999999999996,1.75,0.6300555531062396,0,11.3,69.4,HIGH,11.3,45.6,MODERATE
8402,,,,,,"Conveen® single-component and two-component, latex and non-latex uropresins",,0.0,,rus-conveen-single-component-and-two-component-latex-and-non-latex-uropresins,RUS,3141,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Other,0.0,0,0.0,Class IIA,2,2,Koloplast A / S,Coloplast A/S,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8402,36.63,0.158,121.44,219.67,3256,0.55,91.1,95.2,36.589999999999996,0.1642,121.974,-0.04999999999999716,0.024999999999999994,-1.8500000000000085,0.3759920211921015,0,5.0,68.8,HIGH,5.0,36.3,MODERATE
8403,Immunology and Microbiology Devices,,,,,Reagent kits for identifying and determining the sensitivity of microorganisms to antibiotics (see Annex on 4 sheets),,0.0,,rus-immunology-and-microbiology-devices-reagent-kits-for-identifying-and-determining-the-sensitivity-of-microorganisms-to-antibiotics,RUS,3142,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Diagnostic,0.0,0,0.0,Class IIA,2,1,BioMerie SA,Compagnie Merieux Alliance,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8403,36.32,0.237,121.1,220.32,1142,0.13,89.0,95.0,36.614,0.1788,118.324,-0.11999999999999744,0.043999999999999984,3.719999999999999,0.5188930525648242,0,24.4,63.8,HIGH,24.4,39.1,MODERATE
8404,,,,,,NucliSENS easyMAG nucleic acid extractor with accessories,,0.0,,rus-nuclisens-easymag-nucleic-acid-extractor-with-accessories,RUS,3143,2022-08-04 08:30:54 UTC,2022-08-04 08:30:54 UTC,Other,0.0,0,0.0,Class IIA,2,1,bioMerieux SA,Compagnie Merieux Alliance,1.0,0.0,1.0,1.0,0.0,0.0,493.0,0.0,1.0,0.0,1.0,0,8404,48.74,1.896,172.65,221.25,1146,11.73,58.3,0.0,47.33,1.7187999999999999,153.12800000000001,0.9600000000000009,0.09899999999999998,21.080000000000013,3.9521222147094353,1,40.3,3.2,LOW,40.3,20.9,LOW
8405,,,,,,In vitro diagnostic reagents and consumables for analyzers of the AU series (see Appendix on 6 sheets),,0.0,,rus-in-vitro-diagnostic-reagents-and-consumables-for-analyzers-of-the-au-series-see-appendix-on-6,RUS,3144,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Diagnostic,0.0,0,0.0,Class IIA,2,3,"Beckman Coulter, Inc.",Danaher Corporation,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8405,36.13,0.183,123.5,218.64,566,0.23,89.0,96.3,35.896,0.191,122.45599999999999,0.28999999999999915,-0.04100000000000001,1.0799999999999983,0.47500526312879765,0,15.6,73.7,HIGH,15.6,40.9,MODERATE
8406,,,,,,In vitro diagnostic reagents and consumables for immunochemical analyzers of the ACCESS system series (see Annex on 4 sheets),,0.0,,rus-in-vitro-diagnostic-reagents-and-consumables-for-immunochemical-analyzers-of-the-access-system,RUS,3144,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Diagnostic,0.0,0,0.0,Class IIA,2,3,"Beckman Coulter, Inc.",Danaher Corporation,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8406,37.03,0.249,124.42,219.23,966,0.27,91.0,93.2,36.912,0.22039999999999998,121.93800000000002,0.2700000000000031,-0.0010000000000000009,1.5700000000000074,0.3873886936914998,0,28.2,71.5,HIGH,28.2,43.1,MODERATE
8407,,,,,,In vitro diagnostic reagents for immunochemical analyzers of the ACCESS system series (see Annex on 2 sheets),,0.0,,rus-in-vitro-diagnostic-reagents-for-immunochemical-analyzers-of-the-access-system-series-see-annex,RUS,3144,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Diagnostic,0.0,0,0.0,Class IIA,2,3,"Beckman Coulter, Inc.",Danaher Corporation,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8407,35.87,0.212,122.73,220.05,1918,0.72,90.2,95.2,35.872,0.227,119.74600000000001,-0.17999999999999972,-0.013000000000000012,3.490000000000009,0.3680081520835751,0,19.4,79.9,HIGH,19.4,44.3,MODERATE
8408,,,,,,The system of dental implants NobelReplace (see Appendix for 1 sheet),,0.0,,rus-the-system-of-dental-implants-nobelreplace-see-appendix-for-1-sheet,RUS,3145,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Implantable,0.0,0,0.0,Class III,4,2,Nobel Bayoker AB,Danaher Corporation,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8408,36.94,0.177,117.96,220.32,910,0.23,91.8,95.2,36.888,0.17039999999999997,117.396,-0.0800000000000054,0.0020000000000000018,0.5899999999999892,0.5691484867765135,0,8.8,71.4,HIGH,8.8,45.8,MODERATE
8409,,,,,,The system of dental implants Replace Select (see Annex on 1 sheet),,0.0,,rus-the-system-of-dental-implants-replace-select-see-annex-on-1-sheet,RUS,3145,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Imaging,0.0,0,0.0,Class III,4,2,Nobel Bayoker AB,Danaher Corporation,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8409,36.8,0.22,121.03,220.08,2937,0.25,92.4,94.8,36.672000000000004,0.1926,119.74000000000001,0.1699999999999946,-0.017999999999999988,2.8700000000000045,0.45224993090107685,0,19.4,65.6,HIGH,19.4,46.1,MODERATE
8410,,,,,,"ECG electrodes of the series Skintact, types CT, F, FS, PD, T, TS, W and mounting accessories like RT, FIX",,0.0,,rus-ecg-electrodes-of-the-series-skintact-types-ct-f-fs-pd-t-ts-w-and-mounting-accessories,RUS,3146,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Monitoring,0.0,0,0.0,Class IIA,2,1,Leonard Lang GmbH,Leonhard Lang Gmbh,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8410,36.5,0.192,123.58,219.36,2751,0.38,92.0,95.6,36.48,0.18359999999999999,121.026,0.20000000000000284,0.047000000000000014,4.679999999999993,0.5292730864118832,0,5.8,70.4,HIGH,5.8,37.1,MODERATE
8411,,,,,,Chemical Disposable Sterilization Indicators for Medicinal Products Disposable PHARMATEST- VINAR according to TU 9398-021-11764404-2003,,0.0,,rus-chemical-disposable-sterilization-indicators-for-medicinal-products-disposable-pharmatest-vinar,RUS,3147,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Diagnostic,0.0,0,0.0,Class IIA,2,1,LLC Limited Liability Company Scientific Production Company VINAR (OOO NPF VINAR),Npf Vinar Ooo,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8411,36.55,0.131,122.81,218.13,756,0.16,88.6,96.4,36.45399999999999,0.1706,123.21400000000001,0.22999999999999687,-0.036000000000000004,2.6000000000000085,0.43560303029246694,0,27.2,77.1,HIGH,27.2,45.1,MODERATE
8412,,,,,,Disposable injection needles according to TU 9432-002-28994901-2010,,0.0,,rus-disposable-injection-needles-according-to-tu-9432-002-28994901-2010,RUS,3148,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Infusion,0.0,0,0.0,Class IIA,2,2,LLC ESCULAP,,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8412,36.92,0.182,128.28,220.83,547,0.4,90.0,94.1,36.763999999999996,0.20180000000000003,128.312,0.46000000000000085,-0.04200000000000001,-0.539999999999992,0.4289755237773543,0,16.4,68.6,HIGH,16.4,39.0,MODERATE
8413,,,,,,"Three-component injection syringes for single use with needles and without needles such as Luer and Luer-Lock, sterile, in volume: 1 ml, 2 ml, 2.5 ml, 3 ml, 5 ml, 10 ml, 12 ml, 20 ml, 30 ml, 50 ml, 60 ml, 150 ml according to TU 9398-001-28994901-2009",,0.0,,rus-three-component-injection-syringes-for-single-use-with-needles-and-without-needles-such-as-luer,RUS,3148,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Infusion,0.0,0,0.0,Class IIA,2,2,LLC ESCULAP,,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8413,36.37,0.161,127.45,220.65,2614,0.37,89.8,95.9,36.30800000000001,0.15460000000000002,126.50999999999999,0.4799999999999969,0.025999999999999995,2.430000000000007,0.7030433841521232,0,15.1,70.9,HIGH,15.1,39.6,MODERATE
8414,,,,,,"Eyeglass lenses for vision correction from inorganic glass, colorless, single-focus, bifocal, stigmatic, astigmatic, aspherical",,0.0,,rus-eyeglass-lenses-for-vision-correction-from-inorganic-glass-colorless-single-focus-bifocal,RUS,3149,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Implantable,0.0,0,0.0,Class IIA,2,1,LTL S.p.a.,Essilorluxottica,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8414,47.92,1.929,168.34,223.46,2473,11.75,57.4,0.0,47.028,1.7422,167.584,-0.00999999999999801,0.13600000000000012,-2.259999999999991,4.872680986890073,1,45.6,69.9,HIGH,45.6,46.9,MODERATE
8415,,,,,,“Products for the personal protection of the doctor and patient Monoart. Tips for aspiration of saliva and Monoart EURONDA fraction »,,0.0,,rus-products-for-the-personal-protection-of-the-doctor-and-patient-monoart-tips-for-aspiration-of,RUS,3150,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Other,0.0,0,0.0,Class IIA,2,1,"EURONA SP.A., Italy",Euronda Spa,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8415,36.74,0.174,120.19,221.3,628,0.46,92.1,95.2,36.458000000000006,0.18739999999999998,120.91,0.45000000000000284,-0.047000000000000014,-1.2000000000000028,0.3572114219898926,0,14.3,75.8,HIGH,14.3,41.4,MODERATE
8416,,,,,,Eurosteril rolls and bags for sterilization and storage of medical products (see Annex on 1 sheet),,0.0,,rus-eurosteril-rolls-and-bags-for-sterilization-and-storage-of-medical-products-see-annex-on-1-sheet,RUS,3151,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Other,0.0,0,0.0,Class IIA,2,1,EURONDA S.p.A.,Euronda Spa,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8416,36.53,0.199,121.45,220.67,2819,0.48,92.2,95.2,36.45799999999999,0.165,123.93799999999999,0.30000000000000426,0.04500000000000001,-3.489999999999995,0.37130849707474467,0,9.2,73.6,HIGH,9.2,39.2,MODERATE
8417,,,,,,Napkin for respiratory stimulation EVTEX according to TU 9393-006-14959781-2012,,0.0,,rus-napkin-for-respiratory-stimulation-evtex-according-to-tu-9393-006-14959781-2012,RUS,3152,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Respiratory,0.0,0,0.0,Class IIA,2,3,LLC EVTEKS,EVERS GRUP RUS OOO,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8417,48.25,1.85,179.53,222.9,2776,11.43,58.2,0.0,46.980000000000004,1.6294,162.368,0.030000000000001137,0.15000000000000013,14.280000000000001,4.900972352503132,1,62.1,61.3,HIGH,62.1,47.5,MODERATE
